#Exudyn implicit second order time integration solver solution file
#simulation started=2025-09-25,15:44:08
#columns contain: time, ODE2 displacements, ODE2 velocities, ODE2 accelerations, AE coordinates
#number of system coordinates [nODE2, nODE1, nAlgebraic, nData] = [28,0,13,0]
#number of written coordinates [nODE2, nVel2, nAcc2, nODE1, nVel1, nAlgebraic, nData] = [28,28,28,0,0,13,0]
#total columns exported  (excl. time) = 97
#number of time steps (planned) = 20000
#Exudyn version = 1.10.0; Python3.12.10; MacOS(ARM) FLOAT64
#
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.05785532,192.1184739,-37.74466106,423.0126646,-70.6421259,272.6824733,79.32893163,5.735881663e-18,-2.186767628e-15,1.136430944e-14,0,0,-5.492030426e-17,7.808515072e-16,-5.2560501e-17,1.60347195e-14,-6.137828147e-15,-1.941857528e-29,9.241795415e-16,-29.05785532,-52.3359618,30.09368994,11.51671163,-2.655249956,8.978033955,-21.32859133,3.65753121,-0.0003905476226,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-0.22386581,0.001394960737,-7.568920979e-05,-0.001228985626,2.735183551e-05,7.955073437e-05,2.248787034e-06,4.058340802e-24,0.0008499785468,1.084259619e-19,4.442792042e-36,5.047743805e-42,-2.070663476e-24,3.499634351e-24,-0.5,6.401012993e-14,-1.150840969e-18,8.48158155e-19,5.557129811e-16,0.22386581,-0.003492206678,-0.001274626124,0.0001906958583,-4.325270958e-05,3.257359517e-05,-3.772678053e-06,1.083144749e-05,4.361715766e-09,119.6046523,1.47068962,-105.2604489,3.240642051,-16.31692828,2.180971899,-1.318771459,-1.45312794e-14,-1.333181949,-2.253421235e-16,2.873314585e-33,-1.500390985e-31,2.029257927e-18,1.553647227e-15,784.2444694,-1.004118255e-10,-2.017929635e-14,2.807721329e-12,1.890146161e-11,-119.6046523,-125.0428382,-64.73911489,46.9962896,-10.39022744,26.09722522,3.455246425,12.75474983,0.03540778909,18908172.38,208510.1339,-13924587.01,533958.8956,-3992334.519,403466.7204,-595570.6126,-5.786215831e-10,-207986.0799,-2.987533696e-11,-8.613777149e-31,-1.625214161e-26,2.765995255e-13,6.209765959e-11,122347840.8,-1.564168508e-05,-2.883468006e-09,3.146329489e-07,4.786758151e-07,-18908172.38,-19514366.43,-10112243.69,7186488.623,-1589409.035,3695406.07,489544.9312,1526309.447,4052.335917,-1.62952085e-15,224550380.8,1170017.451,-9593.274211,-3421.723822,-308388.0496,-108187519,-2609852040,6849101.362,-74618.18151,4322.728657,12227.60201,-1219310.098
0.02,-0.2301495984,0.001231627146,0.001415116541,-0.00157049969,-2.111883079e-05,0.0001016591087,-1.097113273e-05,1.576507421e-21,0.0008499785468,1.043373477e-19,3.234979745e-35,3.26534038e-36,-5.916240562e-23,3.271272528e-22,-0.5,6.407671116e-14,-1.471794135e-18,4.176514886e-15,3.252442877e-15,0.2301495984,-0.003653862971,-0.0008538398821,0.0001586396399,-3.598508851e-05,2.464415713e-05,-1.15650784e-05,4.903879293e-06,3.382491053e-09,25.06471517,0.268320287,-23.84715583,0.733684398,-1.80632793,0.4607315127,0.02936391534,-3.980588782e-15,-0.2740689731,-6.134065691e-16,2.772030434e-33,1.945193747e-31,-5.024336995e-18,4.911812715e-16,161.2211121,-2.034815286e-11,-8.966205229e-17,-5.741137013e-10,2.091665016e-10,-25.06471517,-26.47941469,-13.67793665,10.06789774,-2.229246924,5.680156355,0.7521927159,2.940976325,0.007708137187,7944357.647,92008.67534,-6765210.472,218298.654,-1085059.581,152888.7922,-102924.9156,-8.304687664e-10,-86706.3857,-4.51637349e-11,-1.86608653e-30,9.169580899e-27,-2.037096538e-13,9.248318144e-11,51005043.61,-6.504965677e-06,-5.967326074e-10,-1.146799255e-05,1.693987287e-06,-7944357.647,-8219025.665,-4259238.664,3083182.338,-682101.5022,1683061.536,222975.9758,803261.9171,2156.55885,5.857653065e-12,-131965878.9,541784.6999,-5244.601477,-1327.984282,-188417.7557,-46509975.83,-862430795.5,2386624.906,-28935.6161,1619.79724,4460.417477,-447352.4731
0.03,-0.2355609112,0.0009722635378,0.001395200445,-0.001272928617,-2.027384457e-05,8.344784421e-05,-9.717591654e-06,3.403149475e-23,0.0008499785468,1.083146456e-19,6.016929993e-35,1.221135039e-37,-4.489783881e-24,8.897691262e-24,-0.5,6.399316524e-14,-1.037523348e-18,6.142642694e-12,7.633782031e-11,0.2355609112,-0.003272100338,-0.0002434254915,0.000132955077,-3.016965661e-05,2.16578376e-05,-1.745784041e-05,4.12155216e-06,3.312029955e-09,3.926705595,0.03612957812,-4.241270302,0.1394598731,-0.2235345375,0.07733738175,0.0120764657,-7.070889597e-16,-0.04693517143,-2.565246514e-16,2.779843294e-33,4.123806148e-32,-2.690799625e-18,1.042318802e-16,27.60962121,-4.061662883e-12,-3.817865423e-15,-3.249047239e-08,2.021274888e-06,-3.926705595,-4.556723517,-2.324592038,1.743550782,-0.3862073439,0.9910664136,0.1308753631,0.523376901,0.001348831007,2076109.328,24407.73521,-1865951.432,56438.94289,-202869.8059,38506.71519,-10868.53144,-2.739912182e-10,-22377.55915,-4.712288667e-11,-6.929012173e-31,1.021607843e-26,-4.14345598e-13,3.431854018e-11,13163602.33,-1.719562332e-06,-2.203742787e-10,-0.004606346165,0.03733574054,-2076109.328,-2148759.472,-1113600.203,811564.4694,-179641.0044,451532.357,59834.31287,226338.0355,597.251505,3.92456869e-13,-62218840.63,149617.8519,-1605.437277,-343.3783734,-61301.09338,-12282041.14,-194418923.8,573522.9929,-7405.046203,419.1764278,1128.719063,-107028.4045
0.04,-0.2402091104,0.0008376021036,0.001229391142,-0.001098071743,-1.923843488e-05,7.210704387e-05,-8.733248468e-06,6.830951929e-25,0.0008499785468,1.083607399e-19,8.798879629e-35,-3.539793365e-39,-2.110986685e-23,-1.823909213e-24,-0.5,6.411981054e-14,-1.045753647e-18,2.822834238e-07,1.552281638e-07,0.2402091104,-0.002994779334,0.0002361702199,0.0001129154549,-2.568960469e-05,1.938398817e-05,-2.224223126e-05,3.506349769e-06,-2.276208396e-09,0.2699429578,-0.003149809844,-0.6884240257,0.03419716714,-0.0279044616,0.01128421197,0.002304031065,-1.128394377e-16,-0.007361460841,-5.524754279e-17,2.781583622e-33,4.803459514e-33,-1.147857311e-18,1.806794565e-17,4.330380378,-1.542058213e-13,-1.110538112e-14,0.005391485068,0.003744096526,-0.2699429578,-0.6950933071,-0.3345437037,0.2732880518,-0.06174228042,0.1566688252,0.02072836583,0.08363148445,9.950044303e-05,438620.8254,5192.554083,-405002.0397,11856.63639,-33473.2748,7979.487291,-801.1917544,-6.31338978e-11,-4690.728656,-1.773786904e-11,-1.757384927e-31,2.829217503e-27,-1.977049944e-13,8.698198573e-12,2759321.793,-3.529511417e-07,1.421852116e-10,92.75334211,79.5835521,-438620.8255,-453986.4675,-235386.5932,172067.2261,-38125.31457,96623.51563,12813.48218,49619.78291,127.0930167,-1.584395737e-14,-25347955.18,35554.16125,-509.0947835,-73.30766494,-15115.27008,-2632026.674,-28447761.49,112731.5873,-1615.908636,97.46366467,253.3497003,-17699.62247
0.05,-0.2441583518,0.0007320777469,0.001083105676,-0.0009547519417,-1.799242342e-05,6.278575917e-05,-7.84954334e-06,4.478273715e-24,0.0008499785468,1.119330865e-19,1.158082908e-34,-1.500480943e-40,9.568173727e-23,8.835862628e-23,-0.5,6.406314578e-14,-1.299915794e-18,-1.282985119e-05,2.081946145e-05,0.2441583483,-0.002746470427,0.0006126537229,9.415331529e-05,-2.945671834e-05,1.702008151e-05,-2.310631804e-05,2.979147414e-06,-1.159850551e-06,-0.2592601223,-0.008503844493,-0.1149352507,0.01608220559,-0.00338067459,0.0009620750217,0.0004456807878,-1.703115538e-17,-0.001096220289,5.354777942e-18,2.781861133e-33,2.508902571e-34,-3.496805467e-17,2.15386479e-18,0.6448517396,-1.027263353e-13,7.729162677e-15,0.09253989649,0.9960713697,0.2592631637,0.4186724988,-0.9880903061,-0.03875967691,-0.3484906798,0.006847738705,0.124646937,0.01253226514,-0.04198973583,82189.52339,976.9339815,-77117.79721,2213.836284,-5170.594516,1477.578433,-3.352922816,-1.235913324e-11,-874.3813137,-8.91236397e-12,-3.617090601e-32,4.94103535e-28,-2.400312142e-12,1.639671052e-12,514354.9311,-5.846553207e-08,-1.21371205e-10,25412.34728,31226.32671,-82189.29051,-69349.6012,-74266.62366,29963.47645,-17325.94592,17780.29995,5829.547149,9501.56755,-1108.364676,1.717870254e-18,-15633458.91,10244.68975,-51.90458744,1485.416556,-2144.079651,-507867.2618,5605608.04,17056.4679,18758.65216,-1482.978617,-4301.206413,1160.879807
0.06,-0.2475108338,0.0006411420136,0.0009543350828,-0.0008307565549,-1.669718427e-05,5.47059078e-05,-7.041298889e-06,2.178191567e-23,0.0008499785468,1.057320669e-19,1.435286458e-34,3.009573759e-42,-3.084184201e-21,-1.113237485e-22,-0.5,6.406663133e-14,-1.492208974e-18,-2.539295797e-05,-8.577934941e-05,0.2475108177,-0.002588696788,0.001031493647,8.571019162e-05,9.898249693e-08,1.60653848e-05,-3.165762659e-05,2.529785332e-06,-2.369627401e-06,-0.2964386668,-0.008295418564,-0.02583198755,0.01189949943,0.0001375340814,-0.0005352916023,0.0002154612919,-5.41800296e-19,-0.0001577406999,4.926979898e-16,2.791296343e-33,-4.253035396e-34,1.560452713e-16,7.556891332e-18,0.09279098898,-4.361686102e-13,6.812962533e-15,-1.158599485,5.213533641,0.29346368,2.72087392,-5.193722543,-0.489561064,-2.145241987,-0.1396976321,1.058448639,0.001511591613,-0.4278964695,14210.97731,169.689932,-13506.83521,381.5190756,-757.0878636,253.4179022,16.48370191,-2.089370285e-12,-151.1264357,3.040729364e-11,1.700471143e-31,4.463713282e-29,7.156051449e-12,8.221412248e-13,88900.14708,-3.01457291e-08,4.709134074e-10,-79465.97092,374755.3766,-14330.36605,176454.7504,-374654.0063,-25347.03772,-135547.5932,-3667.679976,51115.4565,1660.087113,-18437.89198,3.914804725e-30,-13599919.57,5372.150175,5119.93004,10706.95255,7711.295484,-98735.37129,11866750.25,-664.652356,170326.1436,-12391.10618,-30427.68445,4688.400385
0.07,-0.2503646763,0.000562169195,0.0008408208555,-0.0007228957221,-1.547189813e-05,4.767154155e-05,-6.317602085e-06,-2.876408731e-23,0.0008499785468,1.037247637e-19,2.706954565e-34,5.970183131e-41,3.027311588e-21,-4.76664154e-23,-0.5,6.408260319e-14,-4.120943901e-19,-3.143876104e-05,-0.000113296486,0.2503647021,-0.002420415911,0.001314764077,7.475200808e-05,8.190447071e-06,1.561072588e-05,-4.143055447e-05,2.156213258e-06,3.934796987e-06,-0.2597499956,-0.007332490393,-0.01240622015,0.01011834118,4.615890253e-05,-0.0006212289926,6.508859783e-05,1.455842614e-19,-2.215206941e-05,-5.760716587e-18,1.714027603e-32,-1.194050353e-34,3.922312484e-17,1.473943474e-18,0.01303095795,2.377769826e-13,5.328944909e-15,-1.108570102,-3.744315958,0.259326086,-1.882511223,3.66027409,0.301074376,1.305326043,0.06877908651,-0.5051947433,0.0004452278152,0.1759021885,2261.885341,27.05604551,-2169.938701,60.29007406,-92.70404609,39.69729595,6.502588215,-2.407462721e-13,-24.77724358,1.917679854e-11,1.494851274e-32,-1.690510225e-29,5.967982327e-12,4.869377955e-13,14575.21703,-3.465971905e-08,2.730590604e-10,-120684.8238,-14354.87324,-2469.119774,-8427.525494,9963.838186,335.3006054,-2970.716396,-743.6252466,9610.934155,280.0026562,-9891.908701,1.946940922e-18,-13222677.59,4519.618564,3004.291524,-5218.629815,-4044.451827,-26293.16085,12938523.94,-3691.741476,-54784.0105,5095.428915,15421.12111,5284.854576
0.08,-0.2527878478,0.0004936710648,0.0007409125167,-0.0006290400931,-1.424538581e-05,4.153826789e-05,-5.656133263e-06,1.156106608e-23,0.0008499785468,1.04780015e-19,4.423063095e-34,-1.068698617e-41,6.565679173e-22,-8.429129258e-23,-0.5,6.403911512e-14,-1.164792291e-18,-5.29016113e-05,4.118113984e-05,0.2527879067,-0.002216725606,0.001438105234,5.420581451e-05,-3.325846509e-05,1.172593442e-05,-2.39054672e-05,1.827172771e-06,-4.467150849e-06,-0.2241622686,-0.006393045833,-0.008068688253,0.008703271573,0.0006465122002,-0.0006221711682,0.0001508451225,9.929759606e-19,-3.05480216e-06,5.147099356e-16,1.721319333e-32,-2.267974793e-35,-2.248477613e-16,1.30883877e-17,0.001796987805,-3.577774355e-13,1.646612891e-15,5.45083041,3.276165835,0.2202093222,1.696259222,-3.213568416,-0.2666941979,-1.156060048,-0.05328640122,0.3964245954,7.270690657e-05,-0.1016477483,198.5124194,2.793404396,-248.4445472,4.699852208,20.54406515,2.814637467,6.759140063,-2.797756115e-15,-3.906928914,9.832664999e-12,-4.865574333e-31,-7.358753129e-30,-2.092191687e-11,8.738828883e-13,2298.251485,1.563775264e-08,-1.43720638e-10,263759.3895,-41374.02351,-535.0879085,-23140.5047,43072.94087,5663.652985,23624.32784,2564.541569,-18157.68621,63.76696818,11825.58351,9.244609689e-20,-13157843.69,4383.977342,-3273.004255,3730.931324,2980.459423,-14199.52728,13113034.07,-4168.191591,33205.18178,-2356.366723,-12646.88279,5383.800132
0.09,-0.2548474045,0.0004344367908,0.0006529933654,-0.000547370876,-1.30102197e-05,3.618734816e-05,-5.046605535e-06,8.486144072e-24,0.0008499785468,1.093856741e-19,6.14350943e-34,7.707830517e-42,3.130656151e-21,-2.107240995e-23,-0.5,6.409467442e-14,-1.59898994e-18,4.2007567e-05,-6.091721538e-05,0.2548474493,-0.002137031049,0.001720243042,5.775544e-05,2.249183518e-05,1.368091996e-05,-4.782174582e-05,1.560355381e-06,4.34122451e-06,-0.1916319686,-0.005492809264,-0.009006815149,0.007554610656,0.0002759194322,-0.0005156063899,0.0001158652067,-5.968298366e-19,-4.153581076e-07,-1.567834052e-16,1.713909831e-32,-3.759890962e-36,-3.75433166e-16,-4.882463598e-18,0.0002443344812,3.770256329e-13,5.526668901e-15,-8.580598646,-2.19601673,0.1895110145,-1.097602326,2.14511474,0.1489798754,0.6496949782,0.0212167195,-0.1593274029,-0.0001442561234,-0.003747264119,209.1862576,2.652640138,-163.3768193,6.039150819,-51.69180824,5.416992944,-8.69068784,5.856875502e-14,-0.5978611919,-2.227027346e-11,2.83232192e-32,-1.88669671e-30,-1.586640288e-11,-1.526474468e-13,351.6919319,-8.117023677e-09,2.729035546e-10,-254270.0999,124772.6996,34.23463709,65255.24767,-125105.0271,-12333.06733,-53397.03734,-3982.368202,29431.5784,-9.334932442,-15269.32648,7.040611615e-20,-13147228.85,4359.971342,3116.084847,-655.3967087,-1620.227758,-12257.63312,13140381.75,-4364.703046,5223.137851,-783.8045695,6103.95883,5373.230621
