time,tipPy_x,tipPy_y,tipPy_z,tipCpp_x,tipCpp_y,tipCpp_z
5.100000000000037836e+00,2.166713680630298622e-01,-1.773373004279741760e+00,3.884501150907399263e-06,2.166862692048088790e-01,-1.773376595290040214e+00,4.923464357968948329e-05
5.117000000000043514e+00,1.839375442970637986e-01,-1.783279031434250594e+00,-6.614780122578790768e-05,1.839537924156006699e-01,-1.783281731305973672e+00,-2.308999785629112169e-05
5.134000000000049191e+00,1.522207180458154674e-01,-1.790852055090192074e+00,-1.326425453048192657e-04,1.522378850680316531e-01,-1.790853497044174958e+00,-9.389872563956900935e-05
5.150000000000054534e+00,1.228705023789275763e-01,-1.795445862623353595e+00,-1.888776009289339477e-04,1.228880656747965705e-01,-1.795445886186790574e+00,-1.556088369718161319e-04
5.167000000000060211e+00,9.166979149800084936e-02,-1.797391588657793360e+00,-2.394256472999343349e-04,9.168723236061626647e-02,-1.797390022104875751e+00,-2.130089260594803652e-04
5.184000000000065889e+00,5.985772997655547378e-02,-1.796311199550451931e+00,-2.789148557302065907e-04,5.987449713833260800e-02,-1.796308152822861715e+00,-2.599710412012954763e-04
5.200000000000071232e+00,2.885691715687511982e-02,-1.792751031299586684e+00,-3.051326870995002940e-04,2.887260250583807697e-02,-1.792746850349956844e+00,-2.934242365974678289e-04
5.217000000000076909e+00,-5.638871983676060906e-03,-1.786686573359877350e+00,-3.207692480251400765e-04,-5.624720867585933370e-03,-1.786681575875758821e+00,-3.166179204938901980e-04
5.234000000000082586e+00,-4.205229164942446418e-02,-1.778808228667706270e+00,-3.235122236955820523e-04,-4.203996885787140980e-02,-1.778802862305771448e+00,-3.264682646252050008e-04
5.250000000000087930e+00,-7.824713144794932795e-02,-1.770241177273149447e+00,-3.144821080582801943e-04,-7.823671509142537950e-02,-1.770235859464119654e+00,-3.234556687062426676e-04
5.267000000000093607e+00,-1.188290515671097530e-01,-1.760399114927525543e+00,-2.932713261834990525e-04,-1.188207900523240573e-01,-1.760394212448175733e+00,-3.076674197236900152e-04
5.284000000000099284e+00,-1.616096848153544818e-01,-1.750197805905286064e+00,-2.612952276633090875e-04,-1.616036632565475972e-01,-1.750193611170042907e+00,-2.798729961855822329e-04
5.300000000000104627e+00,-2.038482802345888967e-01,-1.740532893145285032e+00,-2.228198642309271336e-04,-2.038444190086278751e-01,-1.740529548931125881e+00,-2.440216779063114627e-04
5.317000000000110305e+00,-2.507615054562453705e-01,-1.730363744894825917e+00,-1.750258245556364555e-04,-2.507599797457194524e-01,-1.730361412965051082e+00,-1.975043000493862007e-04
5.334000000000115982e+00,-2.996893753701424523e-01,-1.720358985873549074e+00,-1.226967407222350869e-04,-2.996902168492634466e-01,-1.720357691848475090e+00,-1.448672283135797058e-04
5.350000000000121325e+00,-3.474929900447871756e-01,-1.711056582075659804e+00,-7.210273390605769308e-05,-3.474960825341537607e-01,-1.711056213565563144e+00,-9.260018764273015819e-05
5.367000000000127002e+00,-4.000409076939330788e-01,-1.701162812509309008e+00,-2.016157038603469463e-05,-4.000464072302728491e-01,-1.701163296413313208e+00,-3.757042839330616119e-05
5.384000000000132680e+00,-4.542663428362171962e-01,-1.691035341458276609e+00,2.656535641453272134e-05,-4.542742491366014712e-01,-1.691036465713271264e+00,1.335526097927773603e-05
5.400000000000138023e+00,-5.066842137014774261e-01,-1.681011189330370748e+00,6.293537121815410930e-05,-5.066943633700168315e-01,-1.681012653694700765e+00,5.442429386644961312e-05
5.417000000000143700e+00,-5.636413372320059345e-01,-1.669465300406715258e+00,9.087880036244796772e-05,-5.636538105052186776e-01,-1.669466774875706383e+00,8.785307384887670792e-05
5.434000000000149377e+00,-6.216218688068182452e-01,-1.656542891878882706e+00,1.056897099128481629e-04,-6.216365468071621825e-01,-1.656543942837009453e+00,1.083718232494892866e-04
5.450000000000154721e+00,-6.767920070409507716e-01,-1.642655950493334904e+00,1.063945753714800051e-04,-6.768085801009440239e-01,-1.642656150643197588e+00,1.144552357396216586e-04
5.467000000000160398e+00,-7.355803819257600296e-01,-1.625539290596803799e+00,9.269942827825673227e-05,-7.355986749699987559e-01,-1.625538066587244979e+00,1.063789972614498423e-04
5.484000000000166075e+00,-7.939238903581308238e-01,-1.605453939952845577e+00,6.489619167261137305e-05,-7.939434713045057102e-01,-1.605450753688388410e+00,8.411624289326262416e-05
5.500000000000171418e+00,-8.477309335132515722e-01,-1.583419401055105702e+00,2.774120259647536689e-05,-8.477512075539197500e-01,-1.583413932690069359e+00,5.220661394265326146e-05
5.517000000000177096e+00,-9.028660789367226602e-01,-1.556398705896493206e+00,-2.011466979109241223e-05,-9.028864266785650017e-01,-1.556390486322795752e+00,1.006146694521086122e-05
5.534000000000182773e+00,-9.549621939506885981e-01,-1.525626481171055371e+00,-7.223128247193179763e-05,-9.549818840549005872e-01,-1.525615387880012497e+00,-3.623571935860251943e-05
5.550000000000188116e+00,-1.000403188876480609e+00,-1.493489016512163037e+00,-1.208744519078964476e-04,-1.000421632203953859e+00,-1.493475336243354157e+00,-7.953682390840236482e-05
5.567000000000193793e+00,-1.044166812436256198e+00,-1.456531859849375499e+00,-1.678375645845035238e-04,-1.044183398800405005e+00,-1.456515781274358545e+00,-1.214131581496934935e-04
5.584000000000199471e+00,-1.082806326484302417e+00,-1.417487571701178561e+00,-2.061672972383670507e-04,-1.082820709720762942e+00,-1.417469621673290270e+00,-1.558245348715477595e-04
5.600000000000204814e+00,-1.114316550873901690e+00,-1.379679318011725275e+00,-2.316445661965532720e-04,-1.114328735482068122e+00,-1.379660160753773290e+00,-1.791957267609450388e-04
5.617000000000210491e+00,-1.142696738007177304e+00,-1.339287984927196806e+00,-2.455510038011646723e-04,-1.142706631500634673e+00,-1.339268132714574122e+00,-1.930227224488865177e-04
5.634000000000216168e+00,-1.166077010534320557e+00,-1.299528721369940021e+00,-2.451453705212084939e-04,-1.166084792175607454e+00,-1.299508722062758581e+00,-1.951100555805319512e-04
5.650000000000221512e+00,-1.183854570578634302e+00,-1.263360815029517692e+00,-2.321307341866847432e-04,-1.183860597629928124e+00,-1.263341099949651714e+00,-1.869207522921695916e-04
5.667000000000227189e+00,-1.198668349136768452e+00,-1.226850352051700899e+00,-2.064196677064138717e-04,-1.198672791893625078e+00,-1.226831300917997414e+00,-1.688588086837146667e-04
5.684000000000232866e+00,-1.209724627584118473e+00,-1.192795583607629606e+00,-1.709285009311553485e-04,-1.209727778770850026e+00,-1.192777488835511601e+00,-1.432348896830328163e-04
5.700000000000238209e+00,-1.217086232622046182e+00,-1.163329626661274485e+00,-1.314448414473743266e-04,-1.217088422969386796e+00,-1.163312637985905118e+00,-1.145068862305429760e-04
5.717000000000243887e+00,-1.222055648019421126e+00,-1.135049325185149671e+00,-8.653402651717594205e-05,-1.222057067806911146e+00,-1.135033679156133957e+00,-8.182441627409225797e-05
5.734000000000249564e+00,-1.224442064311400236e+00,-1.110108770855440907e+00,-4.243618492109655434e-05,-1.224442947625052902e+00,-1.110094598946387734e+00,-4.989921270567125046e-05
5.750000000000254907e+00,-1.224616755862798056e+00,-1.089840246522082001e+00,-5.172270129344291758e-06,-1.224617324969207388e+00,-1.089827552594469839e+00,-2.322112225209814755e-05
5.767000000000260584e+00,-1.222867765220366776e+00,-1.071834420279726308e+00,2.655211128493313144e-05,-1.222868179417193613e+00,-1.071823368855950198e+00,-1.006818766987311697e-06
5.784000000000266262e+00,-1.219359339030464007e+00,-1.057562129108643889e+00,4.738718215291842567e-05,-1.219359759099390761e+00,-1.057552775585656857e+00,1.280881966950643948e-05
5.800000000000271605e+00,-1.214628206390196308e+00,-1.047607638247197714e+00,5.534753967797663465e-05,-1.214628757502747014e+00,-1.047599919139021285e+00,1.689950324707350485e-05
5.817000000000277282e+00,-1.208235081904322161e+00,-1.040781451640176325e+00,5.067818185626572845e-05,-1.208235883338712346e+00,-1.040775495862365174e+00,1.128093628668972663e-05
5.834000000000282959e+00,-1.200553409837366914e+00,-1.037862483012739645e+00,3.285867269218857643e-05,-1.200554552938701391e+00,-1.037858308385332329e+00,-4.233456442660711496e-06
5.850000000000288303e+00,-1.192221856579426031e+00,-1.038714413246335511e+00,5.415463829759256664e-06,-1.192223383118537372e+00,-1.038711923020041450e+00,-2.677485599979586477e-05
5.867000000000293980e+00,-1.182242790051058812e+00,-1.043467155143515956e+00,-3.270192914522386529e-05,-1.182244766339985320e+00,-1.043466455635455148e+00,-5.726597815370138911e-05
5.884000000000299657e+00,-1.171110068199337162e+00,-1.052200230590594643e+00,-7.681764352795788457e-05,-1.171112513067854577e+00,-1.052201316036676770e+00,-9.195065783274544225e-05
5.900000000000305000e+00,-1.159550097284078429e+00,-1.064062923897799440e+00,-1.203990284076141351e-04,-1.159552977524788808e+00,-1.064065677107472574e+00,-1.257451933437744450e-04
5.917000000000310678e+00,-1.146048929150587092e+00,-1.080536421399352243e+00,-1.650519130505102145e-04,-1.146052241577941277e+00,-1.080540926363956711e+00,-1.598644397335301465e-04
5.934000000000316355e+00,-1.131179312795612901e+00,-1.100982559431828989e+00,-2.041470447907099684e-04,-1.131183000770416891e+00,-1.100988787323899487e+00,-1.891183723454512933e-04
5.950000000000321698e+00,-1.115791920259111336e+00,-1.123827676281524024e+00,-2.327048847028307971e-04,-1.115795887637002437e+00,-1.123835490339276655e+00,-2.097212905320130594e-04
5.967000000000327375e+00,-1.097767531970021970e+00,-1.151877667141825379e+00,-2.515764591279110287e-04,-1.097771694314970237e+00,-1.151887117925015414e+00,-2.220999252958091462e-04
5.984000000000333053e+00,-1.077767166493783568e+00,-1.183739527973662220e+00,-2.566842573424325986e-04,-1.077771395251024833e+00,-1.183750551998459910e+00,-2.231293601730625421e-04
6.000000000000338396e+00,-1.056864394881979585e+00,-1.217102923498682543e+00,-2.480210698406574705e-04,-1.056868548536179064e+00,-1.217115354588233167e+00,-2.130053113138015582e-04
6.017000000000344073e+00,-1.032103934426832126e+00,-1.255977845030716411e+00,-2.245422533969901509e-04,-1.032107840802352294e+00,-1.255991672582826402e+00,-1.904787605475394177e-04
6.034000000000349750e+00,-1.004306814793269442e+00,-1.298153766678048715e+00,-1.873922302944540093e-04,-1.004310279068057365e+00,-1.298168862688572567e+00,-1.566449953186506861e-04
6.050000000000355094e+00,-9.749468896071842305e-01,-1.340580165667824897e+00,-1.417034123054695461e-04,-9.749497402179583272e-01,-1.340596306936433946e+00,-1.158926052662196798e-04
6.067000000000360771e+00,-9.398484574632606225e-01,-1.388153642880164407e+00,-8.440233294292982726e-05,-9.398504247337652329e-01,-1.388170692830043906e+00,-6.527210795340119046e-05
6.084000000000366448e+00,-9.001537787747762032e-01,-1.437737774910316624e+00,-2.143560294649136011e-05,-9.001546027309071940e-01,-1.437755464781837800e+00,-9.852709942742831359e-06
6.100000000000371791e+00,-8.580325907786692241e-01,-1.485564420752980119e+00,3.949804800771220610e-05,-8.580320859018613078e-01,-1.485582393022682357e+00,4.383294257307121283e-05
6.117000000000377469e+00,-8.076065724466502393e-01,-1.536662155794614071e+00,1.019736651009165015e-04,-8.076043813772787461e-01,-1.536679983469045885e+00,9.926687462540542011e-05
6.134000000000383146e+00,-7.507464799452145954e-01,-1.586776425351684505e+00,1.578461683377201802e-04,-7.507423413220228881e-01,-1.586793513750934803e+00,1.498267201330259497e-04
6.150000000000388489e+00,-6.909496835106290202e-01,-1.631576813892172240e+00,2.007748989416863878e-04,-6.909435417778815314e-01,-1.631592524408874922e+00,1.905728908337340816e-04
6.167000000000394166e+00,-6.206318306381506389e-01,-1.674799790665757904e+00,2.332334344604567139e-04,-6.206235422275103719e-01,-1.674813195769143448e+00,2.252742516174717838e-04
6.184000000000399844e+00,-5.437744874454635280e-01,-1.711455666599640768e+00,2.506871722869795848e-04,-5.437643171234194384e-01,-1.711465911556833586e+00,2.510189834827918835e-04
6.200000000000405187e+00,-4.665340217021827218e-01,-1.738294253280767254e+00,2.526100200095178689e-04,-4.665226288898225437e-01,-1.738300966757935662e+00,2.663826252252625795e-04
6.217000000000410864e+00,-3.810263301195553343e-01,-1.757593326253502841e+00,2.366943908996297979e-04,-3.810144547791904923e-01,-1.757596146469464049e+00,2.692905422954636804e-04
6.234000000000416541e+00,-2.940813540929430037e-01,-1.767276434231197069e+00,1.984392856304775376e-04,-2.940698709893813656e-01,-1.767275729568123399e+00,2.523706848698509600e-04
6.250000000000421885e+00,-2.127252562392059065e-01,-1.768321026652525996e+00,1.415029670961761459e-04,-2.127148093064266110e-01,-1.768317702428734872e+00,2.159514828096298746e-04
6.267000000000427562e+00,-1.282754816322746461e-01,-1.762210889909257672e+00,6.300628214918053797e-05,-1.282666178148912373e-01,-1.762205724072386737e+00,1.577968641715296421e-04
6.284000000000433239e+00,-4.690389715514944879e-02,-1.750317736156523418e+00,-2.795603340440170974e-05,-4.689687298029662776e-02,-1.750311725017783981e+00,8.363286972824823026e-05
6.300000000000438583e+00,2.634017073010785914e-02,-1.735339966526714850e+00,-1.199863963617033187e-04,2.634540429714202214e-02,-1.735333981989898078e+00,2.427767629410905069e-06
6.317000000000444260e+00,1.003788155959048911e-01,-1.716823119248025886e+00,-2.191460756189160010e-04,1.003822031775667423e-01,-1.716817888424845062e+00,-9.195749703713113955e-05
6.334000000000449937e+00,1.704932126313947749e-01,-1.696849517315217604e+00,-3.126861157255893839e-04,1.704948771550302000e-01,-1.696845630439440367e+00,-1.884331063035667012e-04
6.350000000000455280e+00,2.329816367067048533e-01,-1.677639138070702973e+00,-3.883993855935399461e-04,2.329818146540058033e-01,-1.677636929946521915e+00,-2.739588628455346948e-04
6.367000000000460957e+00,2.958014915237152653e-01,-1.657585767482824934e+00,-4.490698980046903765e-04,2.958002332450234140e-01,-1.657585674236943696e+00,-3.518795154335860407e-04
6.384000000000466635e+00,3.551138364342448228e-01,-1.638564405299083759e+00,-4.849095082756463997e-04,3.551112744624290718e-01,-1.638566676420329493e+00,-4.107902042036930333e-04
6.400000000000471978e+00,4.078936985054364417e-01,-1.622089729496334565e+00,-4.942949372409784518e-04,4.078900080070075318e-01,-1.622094382826327452e+00,-4.457631315440462798e-04
6.417000000000477655e+00,4.608928451190523745e-01,-1.606502072087791610e+00,-4.787309484838480679e-04,4.608880295621283762e-01,-1.606509357997895737e+00,-4.597141518641425281e-04
6.434000000000483332e+00,5.108470399302335041e-01,-1.593194365583921357e+00,-4.388132674104478718e-04,5.108411390198901447e-01,-1.593204328006249781e+00,-4.497345301824797609e-04
6.450000000000488676e+00,5.551597786216128094e-01,-1.582943523823281851e+00,-3.820405389016427061e-04,5.551528546190408475e-01,-1.582955992571393189e+00,-4.197345026227108163e-04
6.467000000000494353e+00,5.994036125438393370e-01,-1.574582306935797593e+00,-3.058658122871954054e-04,5.993955557723116279e-01,-1.574597367057641861e+00,-3.687726807959699582e-04
6.484000000000500030e+00,6.406986968168248975e-01,-1.568854604204630077e+00,-2.192257387804888273e-04,6.406894117366510599e-01,-1.568872115725494343e+00,-3.025061696639529379e-04
6.500000000000505374e+00,6.767916884574243230e-01,-1.565808776726684837e+00,-1.341630700216044775e-04,6.767811137238046726e-01,-1.565828398640889185e+00,-2.311420149081069928e-04
6.517000000000511051e+00,7.120472198366749605e-01,-1.564900589397304920e+00,-4.665064612708848734e-05,7.120350856430359698e-01,-1.564922157560738381e+00,-1.516306299617463252e-04
6.534000000000516728e+00,7.439042013978180989e-01,-1.566108882875890895e+00,3.143005662206927245e-05,7.438902727868088594e-01,-1.566131985101111290e+00,-7.445821766057710033e-05
6.550000000000522071e+00,7.705476883248074671e-01,-1.568806658786856989e+00,9.105072660520744298e-05,7.705318368816039820e-01,-1.568830713781976360e+00,-9.261734485975639053e-06
6.567000000000527749e+00,7.950410352996992724e-01,-1.572798100308736124e+00,1.352087590392622404e-04,7.950229092881353488e-01,-1.572822509869847840e+00,4.727294317438224085e-05
6.584000000000533426e+00,8.153608050776961491e-01,-1.577256478693662256e+00,1.567097313476022635e-04,8.153402463962761137e-01,-1.577280429509364090e+00,8.715249821864115608e-05
6.600000000000538769e+00,8.305474346739114555e-01,-1.581141553967602587e+00,1.556863143079941685e-04,8.305245924271927871e-01,-1.581164244534750463e+00,1.081309786511623161e-04
6.617000000000544446e+00,8.425560236838908201e-01,-1.584113393553173044e+00,1.339605541146611902e-04,8.425310050107059912e-01,-1.584133869956410923e+00,1.137017011083424448e-04
6.634000000000550124e+00,8.506364763352987080e-01,-1.585128868227026810e+00,9.514392579020543631e-05,8.506098282007146238e-01,-1.585146381529133119e+00,1.047326884349886623e-04
6.650000000000555467e+00,8.551914127242077335e-01,-1.583808647704107786e+00,4.762707815156286793e-05,8.551639516757368886e-01,-1.583822953808226686e+00,8.592306029833580668e-05
6.667000000000561144e+00,8.575440951226601660e-01,-1.579797026235923774e+00,-9.811833494359256712e-06,8.575166509749017063e-01,-1.579807827680576038e+00,5.760942338515657470e-05
6.684000000000566821e+00,8.581678859759579447e-01,-1.573252524120424045e+00,-6.988426002810349774e-05,8.581413471469250265e-01,-1.573260047729998723e+00,2.320284953290872713e-05
6.700000000000572165e+00,8.578809354793841546e-01,-1.565171175766573164e+00,-1.247176616317342552e-04,8.578559528683233903e-01,-1.565176031213389773e+00,-1.229421487870926890e-05
6.717000000000577842e+00,8.572640450449118266e-01,-1.555117889287526367e+00,-1.770139054166699772e-04,8.572412989024991159e-01,-1.555120462139897519e+00,-5.059342345322035924e-05
6.734000000000583519e+00,8.567973562923274500e-01,-1.544196112275188160e+00,-2.196354209283321005e-04,8.567772703742584373e-01,-1.544196982689010955e+00,-8.696763375767087734e-05
6.750000000000588862e+00,8.567881438326581112e-01,-1.533681293945115875e+00,-2.485947490247957317e-04,8.567708111196183918e-01,-1.533681040489577319e+00,-1.175352890081555611e-04
6.767000000000594540e+00,8.574277820629354618e-01,-1.522774951238076824e+00,-2.659741721965057371e-04,8.574135317177703497e-01,-1.522773926667319033e+00,-1.444291100907794381e-04
6.784000000000600217e+00,8.588493764145925802e-01,-1.512577947995823457e+00,-2.688570785353277138e-04,8.588382970872554534e-01,-1.512576494880462974e+00,-1.641356008325172160e-04
6.800000000000605560e+00,8.609553822254660815e-01,-1.503941841700924709e+00,-2.585284337370788075e-04,8.609473279766319820e-01,-1.503940219650448995e+00,-1.751928961278672095e-04
6.817000000000611237e+00,8.640337584527439940e-01,-1.496036780948257316e+00,-2.348744205821077298e-04,8.640289367528902753e-01,-1.496035156254678311e+00,-1.785732778670168707e-04
6.834000000000616915e+00,8.679843217333380601e-01,-1.489622641101036926e+00,-2.002911834909175122e-04,8.679827374319954991e-01,-1.489621132146037752e+00,-1.735544377663897331e-04
6.850000000000622258e+00,8.724947690438110692e-01,-1.485053121029201062e+00,-1.603427235915618626e-04,8.724962295442451055e-01,-1.485051777759387237e+00,-1.618750235337399705e-04
6.867000000000627935e+00,8.781183581696732077e-01,-1.481809677723251006e+00,-1.131902660651772335e-04,8.781230474125581997e-01,-1.481808520821915831e+00,-1.432625385534699522e-04
6.884000000000633612e+00,8.845839020444683509e-01,-1.480223553790479762e+00,-6.458588758155112282e-05,8.845918095712272944e-01,-1.480222543583156192e+00,-1.197947116733138117e-04
6.900000000000638956e+00,8.914216054678016921e-01,-1.480190887412027978e+00,-2.054322344303841433e-05,8.914325266816336413e-01,-1.480189931014740612e+00,-9.486295108282702415e-05
6.917000000000644633e+00,8.994621339800302762e-01,-1.481593767372054060e+00,2.149852222065482487e-05,8.994762295194238533e-01,-1.481592722493983549e+00,-6.714730159220207140e-05
6.934000000000650310e+00,9.082645710246239901e-01,-1.484297740909229724e+00,5.606496352779529423e-05,9.082817915209060455e-01,-1.484296391837321760e+00,-4.002030565218039101e-05
6.950000000000655653e+00,9.171920165677270864e-01,-1.487804515382847192e+00,7.994372200830412653e-05,9.172121020250204593e-01,-1.487802614653122024e+00,-1.662423127338227640e-05
6.967000000000661331e+00,9.272695016430594350e-01,-1.492237439611998617e+00,9.481660687987497529e-05,9.272924984726136355e-01,-1.492234589559508828e+00,4.448052315853142334e-06
6.984000000000667008e+00,9.378077436500429354e-01,-1.496991921919797131e+00,9.818402452678565259e-05,9.378334358455620023e-01,-1.496987659922142999e+00,2.029260654865089309e-05
7.000000000000672351e+00,9.479365066924063665e-01,-1.501315004659380836e+00,9.075360587686818353e-05,9.479644365365258452e-01,-1.501308916087458645e+00,2.946307628643758799e-05
7.017000000000678028e+00,9.585870521237276343e-01,-1.505208275809232887e+00,7.202361255645867979e-05,9.586168993012968986e-01,-1.505199664735636489e+00,3.239853432790700417e-05
7.034000000000683706e+00,9.686322641274371925e-01,-1.507798589356728280e+00,4.308146933015583741e-05,9.686633817998677731e-01,-1.507786864024792006e+00,2.801777293833459278e-05
7.050000000000689049e+00,9.769417378485452108e-01,-1.508559523276573611e+00,7.838794734937935653e-06,9.769733064234458197e-01,-1.508544425392142507e+00,1.739256071096694075e-05
7.067000000000694726e+00,9.837956934973156597e-01,-1.507222564618204252e+00,-3.631448040171433140e-05,9.838268426578427039e-01,-1.507203641464281763e+00,-2.178491524135607160e-07
7.084000000000700403e+00,9.877835053887222827e-01,-1.503569993049053366e+00,-8.546177806429138164e-05,9.878133161050545175e-01,-1.503547330659845471e+00,-2.371073610963537917e-05
7.100000000000705747e+00,9.882273523673206217e-01,-1.498217721307656403e+00,-1.347507940344561291e-04,9.882551974225446401e-01,-1.498191945262052460e+00,-5.089781108616245049e-05
7.117000000000711424e+00,9.846401322144365809e-01,-1.491006714050377546e+00,-1.888074157657777189e-04,9.846653850548912068e-01,-1.490978343070480161e+00,-8.495354288464648264e-05
7.134000000000717101e+00,9.765774910703935996e-01,-1.482959192644748292e+00,-2.426222550526591505e-04,9.765999222905806798e-01,-1.482929128212437497e+00,-1.236103101696008229e-04
7.150000000000722444e+00,9.648673577674438118e-01,-1.475367673772629562e+00,-2.907498113761724438e-04,9.648871589170964214e-01,-1.475336872120136533e+00,-1.628668718179948128e-04
7.167000000000728122e+00,9.482073161072457346e-01,-1.468053347720734925e+00,-3.365425123723676283e-04,9.482245275886576064e-01,-1.468022608295785902e+00,-2.057064108017570036e-04
7.184000000000733799e+00,9.274898437379663907e-01,-1.462210049095225228e+00,-3.741657066018001625e-04,9.275047757151200223e-01,-1.462180118320907773e+00,-2.473954922424790627e-04
7.200000000000739142e+00,9.045904761472445266e-01,-1.458574574030082838e+00,-3.997962790806879811e-04,9.046035736429762775e-01,-1.458545957204201438e+00,-2.831463084557705990e-04
7.217000000000744819e+00,8.769633728422548957e-01,-1.457118527190125024e+00,-4.143553540725943094e-04,8.769748356337085937e-01,-1.457091767349235845e+00,-3.145330000132904539e-04
7.234000000000750497e+00,8.462227584422564730e-01,-1.458464505648071174e+00,-4.139853692899975765e-04,8.462328691652799550e-01,-1.458439969588016361e+00,-3.361694350086812436e-04
7.250000000000755840e+00,8.146499740401526024e-01,-1.462496360733883893e+00,-3.991122547707452142e-04,8.146590227877370527e-01,-1.462474174299941643e+00,-3.454341836850639445e-04
7.267000000000761517e+00,7.784486773324403863e-01,-1.469853921044611544e+00,-3.681208027039713183e-04,7.784567675925053720e-01,-1.469834437797477911e+00,-3.421129590691356255e-04
7.284000000000767194e+00,7.395962027643848691e-01,-1.480442592773346444e+00,-3.229876780345254466e-04,7.396034539981216627e-01,-1.480425970230847987e+00,-3.249572052900275032e-04
7.300000000000772538e+00,7.006220867658795592e-01,-1.493354666551997889e+00,-2.699231377359212849e-04,7.006286075766319232e-01,-1.493340837385931597e+00,-2.968915216508200071e-04
7.317000000000778215e+00,6.566057783329217745e-01,-1.510130207683486603e+00,-2.055297729946902602e-04,6.566115346105058093e-01,-1.510119412744647116e+00,-2.560611955569397011e-04
7.334000000000783892e+00,6.097920968050243307e-01,-1.529905735609990991e+00,-1.367320722329351871e-04,6.097970490839617064e-01,-1.529898002327398032e+00,-2.063594525413709206e-04
7.350000000000789235e+00,5.630240780834029346e-01,-1.551051386786673314e+00,-7.174208712678654433e-05,5.630281916833420608e-01,-1.551046521456449945e+00,-1.543133529058998135e-04
7.367000000000794913e+00,5.102462858107446042e-01,-1.575904867052842828e+00,-6.539365307968079098e-06,5.102493736690665305e-01,-1.575902988548667061e+00,-9.690815780354327790e-05
7.384000000000800590e+00,4.540328332183994897e-01,-1.602800862570203044e+00,5.060846405796029946e-05,4.540347091318764905e-01,-1.602801852965414664e+00,-4.122411059365044543e-05
7.400000000000805933e+00,3.977288710425511131e-01,-1.629493675551113352e+00,9.361938684766544561e-05,3.977293944115347646e-01,-1.629497196770598233e+00,5.995629838769856237e-06
7.417000000000811610e+00,3.340085692606629686e-01,-1.658664864151963680e+00,1.247485581797429244e-04,3.340073897680772008e-01,-1.658670812088805846e+00,4.695662032338514973e-05
7.434000000000817288e+00,2.659846616872257319e-01,-1.687823244839812276e+00,1.382796274590443529e-04,2.659814715408831409e-01,-1.687831239812992656e+00,7.496417768506686468e-05
7.450000000000822631e+00,1.978051390777924579e-01,-1.714290985696455660e+00,1.331882173732894118e-04,1.977997586157474452e-01,-1.714300431681898162e+00,8.681044625201070342e-05
7.467000000000828308e+00,1.208013902875684220e-01,-1.740105995057630750e+00,1.077160465601016638e-04,1.207933806862694914e-01,-1.740116301320613346e+00,8.192921969341001058e-05
7.484000000000833985e+00,3.913431689923413392e-02,-1.761945311432056904e+00,6.146556281196513191e-05,3.912344804805381604e-02,-1.761955553596607382e+00,5.833490289266471439e-05
7.500000000000839329e+00,-4.165596900365999000e-02,-1.777155518223025865e+00,5.004968708161505395e-07,-4.166956248194930712e-02,-1.777164643457663340e+00,2.058195039260433522e-05
7.517000000000845006e+00,-1.308097211522628867e-01,-1.785672241073185562e+00,-7.796402545126381880e-05,-1.308259010840949199e-01,-1.785678909087060173e+00,-3.064253935505592010e-05
7.534000000000850683e+00,-2.218141610364575689e-01,-1.784482426311124748e+00,-1.610401520510879915e-04,-2.218321284180304331e-01,-1.784485422797706722e+00,-8.356431458678045517e-05
7.550000000000856026e+00,-3.071644046304379261e-01,-1.773472223530798253e+00,-2.324337798364438899e-04,-3.071829518810572091e-01,-1.773471070809796268e+00,-1.253967530798949428e-04
7.567000000000861704e+00,-3.951905755473120729e-01,-1.751292674394276938e+00,-2.922126725089238476e-04,-3.952084790368265432e-01,-1.751287034503886675e+00,-1.560753730303712534e-04
7.584000000000867381e+00,-4.784032110133568660e-01,-1.719489713442179823e+00,-3.314149207145552513e-04,-4.784194152307205683e-01,-1.719480122969227587e+00,-1.721317553905153935e-04
7.600000000000872724e+00,-5.510585523236024574e-01,-1.682525014746901970e+00,-3.468946899275527403e-04,-5.510725526583513112e-01,-1.682512561566269937e+00,-1.732153552264854347e-04
7.617000000000878401e+00,-6.216267428641605308e-01,-1.637923331547079808e+00,-3.370506319088871754e-04,-6.216381568970513749e-01,-1.637908889492407205e+00,-1.571396678524475128e-04
7.634000000000884079e+00,-6.853464789511707345e-01,-1.589947916020218344e+00,-2.986954197082761350e-04,-6.853553771806598638e-01,-1.589932503554134069e+00,-1.228904819006075913e-04
7.650000000000889422e+00,-7.393990817224523893e-01,-1.543359034940944507e+00,-2.394133353089333220e-04,-7.394058466574068289e-01,-1.543343473939393196e+00,-7.744236810977777545e-05
7.667000000000895099e+00,-7.910864671309677520e-01,-1.493710822079127976e+00,-1.582442456542172216e-04,-7.910912842480507523e-01,-1.493695724141663961e+00,-2.126009528935024571e-05
7.684000000000900776e+00,-8.374732529364019573e-01,-1.444987862184921923e+00,-6.597853810661372218e-05,-8.374764578335248677e-01,-1.444973706667932678e+00,3.684923540408705086e-05
7.700000000000906120e+00,-8.768415893797785188e-01,-1.400722619120329693e+00,2.433202771924658611e-05,-8.768435676486378005e-01,-1.400709683150374474e+00,8.884271576495205640e-05
